Operating_Accounts_00Id,Operating_Accounts_00Description,Operating_Accounts_00ParentId,VersionVersion,VersionCategory,VersionType,Operating_RegionsId,Operating_RegionsDescription,Operating_Product_GroupsId,Operating_Product_GroupsDescription,DateYear,DateQuarter,DateMonth,DateDAY,Value,ValueUnit
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0004,Caps,2017,20172,201705,1,-380039,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0004,Caps,2017,20172,201706,1,60525956,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2016,20161,201601,1,3171715923,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2016,20161,201602,1,3623920273,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2016,20161,201603,1,193669,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2016,20162,201604,1,2260154687,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2016,20162,201605,1,2825888304,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2016,20162,201606,1,3646570594,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2016,20163,201607,1,3671005914,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2016,20163,201608,1,6470357774,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2016,20163,201609,1,-465374796,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2016,20164,201610,1,4525315414,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2016,20164,201611,1,5425252021,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2016,20164,201612,1,377907733,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2017,20171,201701,1,3491707574,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2017,20171,201702,1,4213843244,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2017,20171,201703,1,143756062,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2017,20172,201704,1,2415054478,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2017,20172,201705,1,3061177452,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0005,Tennis Shoes,2017,20172,201706,1,3890019755,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2016,20161,201601,1,761433749,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2016,20161,201602,1,660942031,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2016,20161,201603,1,515548891,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2016,20162,201604,1,517038156,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2016,20162,201605,1,1504323064,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2016,20162,201606,1,1107754193,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2016,20163,201607,1,583390728,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2016,20163,201608,1,407504191,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2016,20163,201609,1,353956272,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2016,20164,201610,1,336432902,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2016,20164,201611,1,414298624,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2016,20164,201612,1,1027983130,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2017,20171,201701,1,502886363,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2017,20171,201702,1,640070623,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2017,20171,201703,1,1005997026,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2017,20172,201704,1,2186059028,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2017,20172,201705,1,1917425608,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0001,Northeast,PRD0006,Running Shoes,2017,20172,201706,1,1759969618,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2016,20161,201601,1,22414782,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2016,20161,201602,1,189211828,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2016,20161,201603,1,113160194,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2016,20162,201604,1,42223514,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2016,20162,201605,1,61156495,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2016,20162,201606,1,249231977,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2016,20163,201607,1,50097246,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2016,20163,201608,1,28857747,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2016,20163,201609,1,20670658,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2016,20164,201610,1,10211169,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2016,20164,201611,1,32479498,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2016,20164,201612,1,8611340,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2017,20171,201701,1,21870595,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2017,20171,201702,1,115732435,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2017,20171,201703,1,118386322,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2017,20172,201704,1,312284692,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2017,20172,201705,1,96339011,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0001,Athletic Shirts,2017,20172,201706,1,171597740,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2016,20161,201601,1,245092767,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2016,20161,201602,1,888351515,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2016,20161,201603,1,308935901,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2016,20162,201604,1,8358853616,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2016,20162,201605,1,539629925,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2016,20162,201606,1,106948312,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2016,20163,201607,1,-68601461,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2016,20163,201608,1,288678288,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2016,20163,201609,1,591856230,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2016,20164,201610,1,280932323,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2016,20164,201611,1,280590705,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2016,20164,201612,1,163459028,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2017,20171,201701,1,250178780,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2017,20171,201702,1,-139524647,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2017,20171,201703,1,381443113,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2017,20172,201704,1,6755642856,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2017,20172,201705,1,1847917581,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0003,Athletic Shorts,2017,20172,201706,1,640332604,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2016,20161,201601,1,2058953648,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2016,20161,201602,1,1902489225,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2016,20161,201603,1,101995148,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2016,20162,201604,1,1387193115,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2016,20162,201605,1,4219586740,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2016,20162,201606,1,2630116394,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2016,20163,201607,1,-15972336,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2016,20163,201608,1,1195363227,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2016,20163,201609,1,986994081,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2016,20164,201610,1,924334204,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2016,20164,201611,1,1153826201,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2016,20164,201612,1,2856429258,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2017,20171,201701,1,1589952968,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2017,20171,201702,1,2098288260,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2017,20171,201703,1,-369595078,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2017,20172,201704,1,6079663604,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2017,20172,201705,1,1451326062,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0004,Caps,2017,20172,201706,1,1034582647,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2016,20161,201601,1,38038768,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2016,20161,201602,1,18804973,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2016,20161,201603,1,492082622,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2016,20162,201604,1,503321561,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2016,20162,201605,1,500405987,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2016,20162,201606,1,3367478,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2016,20163,201607,1,1157613426,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2016,20163,201608,1,1104618140,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2016,20163,201609,1,958631634,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2016,20164,201610,1,-31227397,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2016,20164,201611,1,842489272,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2016,20164,201612,1,340248371,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2017,20171,201701,1,900161076,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2017,20171,201702,1,1011378962,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2017,20171,201703,1,684237256,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2017,20172,201704,1,384495641,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2017,20172,201705,1,524970321,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0005,Tennis Shoes,2017,20172,201706,1,170509805,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2016,20161,201601,1,304669838,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2016,20161,201602,1,250595058,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2016,20161,201603,1,513423704,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2016,20162,201604,1,147164126,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2016,20162,201605,1,85126540,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2016,20162,201606,1,-37012,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2016,20163,201607,1,249459350,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2016,20163,201608,1,272597540,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2016,20163,201609,1,23352831,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2016,20164,201610,1,409036550,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2016,20164,201611,1,369176439,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2016,20164,201612,1,342704873,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2017,20171,201701,1,240487750,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2017,20171,201702,1,187020813,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2017,20171,201703,1,322988609,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2017,20172,201704,1,146678661,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2017,20172,201705,1,96102813,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0002,Southeast,PRD0006,Running Shoes,2017,20172,201706,1,10418857,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2016,20161,201601,1,-9575367078,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2016,20161,201602,1,-5045037967,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2016,20161,201603,1,2008292954,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2016,20162,201604,1,-3951180884,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2016,20162,201605,1,-1116838511,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2016,20162,201606,1,-1597060325,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2016,20163,201607,1,-10346152802,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2016,20163,201608,1,-8391147589,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2016,20163,201609,1,-7256690010,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2016,20164,201610,1,-7063064311,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2016,20164,201611,1,-7109576731,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2016,20164,201612,1,-10811570991,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2017,20171,201701,1,-9535184307,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2017,20171,201702,1,-9298844501,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2017,20171,201703,1,-3664351918,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2017,20172,201704,1,-6765615633,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2017,20172,201705,1,-6260420376,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0001,Athletic Shirts,2017,20172,201706,1,-14787958481,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2016,20161,201601,1,-8677960370,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2016,20161,201602,1,-8603162216,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2016,20161,201603,1,-5419468990,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2016,20162,201604,1,-12966239342,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2016,20162,201605,1,-4043713494,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2016,20162,201606,1,-3091316591,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2016,20163,201607,1,-16956148441,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2016,20163,201608,1,-19266984712,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2016,20163,201609,1,-2891002429,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2016,20164,201610,1,-16714354343,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2016,20164,201611,1,-14187010906,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2016,20164,201612,1,-7810851661,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2017,20171,201701,1,-6910497074,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2017,20171,201702,1,-3202739898,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2017,20171,201703,1,-8334102669,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2017,20172,201704,1,-8565427115,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2017,20172,201705,1,-9069523615,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0003,Athletic Shorts,2017,20172,201706,1,-11148236810,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2016,20161,201601,1,-1667871186,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2016,20161,201602,1,779850991,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2016,20161,201603,1,-12511063000,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2016,20162,201604,1,-7155076794,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2016,20162,201605,1,-13507339290,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2016,20162,201606,1,83602104,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2016,20163,201607,1,-114708308,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2016,20163,201608,1,-3876399756,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2016,20163,201609,1,-11565541767,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2016,20164,201610,1,-6783807030,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2016,20164,201611,1,-6006587340,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2016,20164,201612,1,-14574075342,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2017,20171,201701,1,-24257643591,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2017,20171,201702,1,-7764327007,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2017,20171,201703,1,-16592954413,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2017,20172,201704,1,-4512274772,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2017,20172,201705,1,-14066886818,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0004,Caps,2017,20172,201706,1,-11321644521,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2016,20161,201601,1,4260729707,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2016,20161,201602,1,-17101700832,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2016,20161,201603,1,237711547,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2016,20162,201604,1,-12704756270,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2016,20162,201605,1,-1641083431,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2016,20162,201606,1,-16495313450,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2016,20163,201607,1,-16983971665,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2016,20163,201608,1,-3987151678,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2016,20163,201609,1,-3830145375,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2016,20164,201610,1,-19302470622,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2016,20164,201611,1,-22171789542,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2016,20164,201612,1,-17241459355,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2017,20171,201701,1,-22040042917,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2017,20171,201702,1,-21861991176,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2017,20171,201703,1,-28325048867,USD
H110000,Net Revenue,H105000,Actual,Actuals,public,REG0003,Asia Pacific,PRD0005,Tennis Shoes,2017,20172,201704,1,-10543000565,USD
